premise,entailment,contradiction,ent_score,contra_score,margin
"A man in a yellow outfit, fixing something on the corner of a house.",A man wearing a yellow outfit was repairing something on the corner of the house.,The man is breaking into the house.,0.945126,0.270102,0.675023
A happy little girl rides on the merry-go-round.,a little girl rides on the merry-go-round,the girl was completely lost,0.930938,0.254793,0.676145
The woman in the blue skirt is sleeping on a cardboard box under a picture of Mary and baby Jesus.,A person sleeping on a cardboard box below a picture of religious icons.,A homeless man suffering from hypothermia in the ruins of a burned building.,0.651134,0.141555,0.509579
Two men with fake mustaches are dressed like archaeologist explorers.,People are wearing disguises.,Clean shaven youths are wearing formal prom attire.,0.457395,0.235561,0.221834
A blond woman is holding 2 golf balls while reaching down into a golf hole.,A blonde female is reaching into a golf hole while holding two golf balls.,THe blond woman is sitting down.,0.933504,0.464203,0.469301
Two horse riders and three walkers are going down a dusty path.,Five people on a path,Five people are seated,0.542593,0.258141,0.284452
"A group of people dressed as a wizard, queen, and possibly a lobster smiling and looking at the camera.",people are dressed in costume,a man in a suit sits alone,0.546623,0.051693,0.494930
Two dogs shaking themselves dry on the sand.,Two dogs shake off water to get dry.,Dogs swim in the ocean.,0.835822,0.325561,0.510260
The skier is doing a flip through some trees,A skier is doing tricks.,The man is water skiing.,0.699606,0.343302,0.356305
A man reading the paper at a cafe.,A man reading the paper while drinking cafe.,A man playing ice hockey.,0.868954,0.230636,0.638318
A young indian boy sitting down thinking about his future.,A boy thinks.,A man teaches his daughter to ride a horse.,0.614680,0.140126,0.474555
Snowboarder sails in the air.,A snowboarder is out snowboarding.,A young snowboarder sips hot chocolate in the cabin.,0.659731,0.359819,0.299912
A brown dog with a blue muzzle is running on green grass.,A brown dog is wearing a muzzle.,A dog is wearing a green muzzle on blue grass.,0.717729,0.861833,-0.144104
A woman closes her eyes as she plays her cello.,A woman is making music.,The woman has her eyes open.,0.567514,0.556084,0.011430
"A man wearing black pants, a black shirt, and an orange hat is using a nail gun to attach tar paper to a roof.",The man is using his nail gun to attach paper tar to his roof.,The man on a merry go round.,0.844731,0.081753,0.762978
A male construction worker hammers a nail.,A construction worker drives into a nail.,A construction worker is eating a sandwich during his lunch break.,0.790255,0.348318,0.441937
Water polo swimmers competing for a loose ball.,A group of water polo swimmers having a water polo match.,A group of basketball players swimming together.,0.779502,0.523941,0.255561
A dark-haired drummer is playing his set with enthusiasm.,The drummer is performing.,The drummer is playing poker.,0.721836,0.513767,0.208069
A young man dressed in black dress clothes lies down with his head resting in the lap of an older man in plain clothes.,An older and younger man are together.,Two men sit on a bench with their backs together.,0.501937,0.299729,0.202207
An Asian woman preparing vegetables for the market.,A woman preparing vegetables.,A woman at home.,0.785277,0.276410,0.508867
Two people look at two red motorcycles in a place where there are religious murals on the wall.,The two people are looking at motorcycles.,The two people are looking at cars.,0.686665,0.485180,0.201484
"A team in yellow, red, and blue jerseys sit next to a road and watch a tiger mascot.",People watch a tiger mascot.,The tiger mascot is all alone.,0.740616,0.521180,0.219436
the front side of a food vendor in a park.,A food vendor is in the park.,The park is empty.,0.898770,0.320356,0.578414
"A woman wearing a scarf, hat, and coat, holding a shopping bag is looking at her phone while standing in front of a store.","A woman wearing a scarf, hat, and coat, holding a shopping bag is outside of the store.",The woman is inside the store browsing.,0.821649,0.583154,0.238495
A girl in a flower dress is running on sand.,The girl is running.,The girl is wearing a green striped dress.,0.659345,0.364733,0.294613
A soccer player wearing white shorts and an orange and green shirt holds the ball while being guarded by another soccer player in a blue uniform.,A soccer player holds the soccer ball.,A football player throws a touchdown pass.,0.699924,0.185569,0.514355
A man in black reading a book for a group of people.,The man is reading.,The man is talking to himself in the mirror.,0.687520,0.187427,0.500093
"Male volleyball players in red attempt to score on the other team, lighter red.",Guys are playing volleyball.,Women are rollerblading.,0.686714,0.153546,0.533168
"There is a woman throwing daggers at a target, which is a carrot.",A person is throwing things.,A woman is skiing.,0.495116,0.141855,0.353261
A woman in a green shirt and jeans throws a spear toward a target in the background painted with a carrot across a parking lot,A woman throwing a spear towards a target.,A woman shooting a bow at a painted pumpkin target.,0.758444,0.605314,0.153131
Man wearing dark clothes walks down a street with a wall of graffiti to his left.,A man walks past some graffiti.,The man is painting the street.,0.759496,0.366589,0.392907
a group of people riding bikes in a marathon as people line the street.,There are people riding bikes in a marathon.,The people riding bikes are running from the police.,0.813613,0.487987,0.325625
Three women wearing belly dancing costumes are pictured in color while the background of the shot is in black and white.,three women dance in belly dancing costumes,three women in snowsuits eat a racoon,0.815761,0.372573,0.443188
A person in a yellow slicker is driving a motorboat next to the beach.,A person in a boat.,A whale eating a fisherman.,0.566330,0.195042,0.371288
Two boys in green and white uniforms play basketball with two boys in blue and white uniforms.,Boys are playing basketball.,Eight girls in dresses are playing basketball.,0.734162,0.506441,0.227721
A referee is talking with a couple of soccer players in red jerseys.,There is a soccer game today.,The soccer players are casually kicking the ball down the street.,0.430027,0.272835,0.157192
A white and blue car is on the street.,A vehicle is on the street.,A car is driving off a cliff.,0.755947,0.456876,0.299071
A young boy is hanging onto a clothing rack.,A boy hangs from a rack.,"A girl stands near a clothing rack,",0.850969,0.556349,0.294620
A boy toddler play outside on a clothes rack full of tied dye shirts.,A toddler is playing outside.,A toddler is playing inside the house.,0.718488,0.565557,0.152930
"Two men are playing basketball, and one man is making a shot.",Two men are playing basketball.,The men are playing soccer.,0.824001,0.426136,0.397865
A man trying to block another man from shooting the ball in.,The man is is near the ball.,The man is playing the guitar at the concert.,0.602339,-0.039659,0.641998
A man in a black coat eats a doughnut while other men look out of frame.,A man in a black coat eats a doughnut.,A naked man eats a doughnut.,0.889270,0.591219,0.298051
"A woman in black, seen from behind, sits next to a body of water.",A woman sits outside.,A woman leaps from a balcony to the ground below.,0.633288,0.243235,0.390053
An orange car is driving across a steel bridge in a city.,A car is driving across a bridge.,A car is driving on the highway towards the country-side.,0.768533,0.460520,0.308014
A young man wearing black jumps off a height while people clap.,The man is jumping off something.,The man is wearing yellow.,0.525384,0.168833,0.356550
A Korean gentlemen kicks up his leg.,A person is kicking.,A person stands on two feet.,0.586072,0.316389,0.269683
A man wearing yellow sneakers and a black vest is on a water board and hangs onto a waterski line that appears to be towed by a boat.,A man is moving on the water.,A dog is swimming towards a stick.,0.519881,0.028199,0.491682
"Two woman talk in the middle of a parking lot, near two cars, as random people wander nearby.",Two women near cars talk in the middle of the lot,Two men talk in the middle of the lot,0.842187,0.505918,0.336269
People are working with some white pipes.,People working on white pipes.,People are ruining the red pipes.,0.986152,0.583980,0.402172
A man talks on his cellphone in private.,A man is on his cellphone.,A man throws his cellphone to the ground.,0.740557,0.460884,0.279674
A baby wearing a bib makes a funny face at the camera.,A baby in a bib is making funny faces at the camera.,A baby spits up all over his bib.,0.975260,0.643232,0.332028
"A brunette baby wearing a red and gray striped shirt, jeans, and a bib with fruit characters on it is sitting on a decorative blanket.",Fruit characters decorate this child's bib,The child is secretly a 50 year old man,0.422263,0.139347,0.282916
Two power walkers walking beside one another in a race.,Two people in a race,Two people driving cars,0.502695,0.336530,0.166165
A girl wearing makeup playing a bass.,A girl is musical.,A girl is playing the violin.,0.603946,0.460940,0.143005
A person is climbing a cliff wall that overlooks water.,A person is climbing.,A person is walking on the beach.,0.700367,0.339796,0.360571
A middle-aged man in a bicycle race trying his hardest on the sand surrounded by watching crowd.,A man is riding a bicycle.,A small girl bounces on a pogo stick.,0.454346,-0.036604,0.490951
"Man on bike, with bike clothing and helmet on, having trouble maneuvering through sand from beach.",The man is riding a bike in sand.,The man is sailing a boat.,0.707158,0.268414,0.438744
A person is wearing a helmet and protective clothing while riding a four-wheeled vehicle.,The person has a helmet on.,The person is riding a bicycle.,0.759277,0.502139,0.257138
Three hockey players are in the middle of a play.,the players are playing a game,the bird is red,0.590990,0.033949,0.557042
An infant is in a crib and crying.,A baby is unhappy.,A puppy is eating food.,0.648651,0.143007,0.505643
Two children run up the street on the sidewalk near the building.,The children are outside.,The children are inside.,0.642901,0.429979,0.212922
A large man dressed in black on a street corner by a red brick building.,A man is on the street corner.,A man got shot on the street corner.,0.643125,0.487903,0.155222
Two men in animal print pants sleep on a white bed.,Two men are inside.,A woman watches TV.,0.409633,-0.153794,0.563427
A woman in an orange shirt is enjoying food in a public setting.,the lady in the orange shirt is eating,the lady is ice skating,0.760970,0.224569,0.536402
Two dogs biting each other playfully while jumping,Two dogs are playing.,Two dogs are biting each other while fighting and growling,0.740633,0.746407,-0.005774
An audience cheers at a concert.,An audience making noise at a concert.,An audience sitting in a room quietly listening to poetry.,0.715372,0.382904,0.332468
"Lady vendor selling her goods, one man standing on a post, and two men in a wholesale store.",A woman and three men.,A dog sits alone next to a swimming pool.,0.331164,-0.074370,0.405534
A guy tries to climb a stone cliff while his friend helps him.,Two people are climbing a cliff.,Two men are standing on a beach looking up at a cliff.,0.579614,0.374279,0.205335
A group of people sit before a campfire.,People are around a fire,The elephant sits on a dog,0.713290,0.116727,0.596563
A boy with a basketballs glowers at the camera.,The boy scowls,The boy is smiling,0.300026,0.442984,-0.142958
A waitress with a pink shirt and black pants walking through a restaurant carrying bowls of soup.,A person with pants,Nobody has pants,0.370009,0.203575,0.166435
A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,The man is sitting down.,0.519823,0.208477,0.311347
A brown dog about to catch a green Frisbee.,The dog is outdoors.,The dog is sleeping.,0.548620,0.177622,0.370998
Three people are canoeing in a stream.,There are people outdoors,There are people indoors watching others canoe,0.392865,0.598362,-0.205496
A skateboarder glides down a railing of some stairs.,The skateboarder goes down the railing.,A girl rides her tricycle through the neighborhood.,0.787971,0.130599,0.657372
A bride adjust her husbands flower on his coat as she holds her own bouquet of flowers.,A bride tidies her groom.,The bride fixes her husband's tie.,0.588699,0.566195,0.022504
Runners are competing on a track in front of a stadium full of people.,There are runners on a track.,Two women are jogging in the park.,0.781948,0.340999,0.440949
"A small dog runs after a red ball, though a leafy outdoor area.",a dog runs around outside.,a dog sleep under a tree.,0.630566,0.219834,0.410733
A man wearing a white shirt and an orange shirt jumped into the air.,A man's feet are not touching the ground.,A man is laying down on the sofa.,0.410172,0.112225,0.297947
Two asian men in a wood shop.,There are two asian men in that wood shop.,The two asian men are at the park.,0.964015,0.530107,0.433908
Man in while shirt and blue jeans holding hands while walking with a little girl in a blue dress and yellow hat.,A man and girl walking together,A man takes his son to the game,0.714445,0.171332,0.543113
"The strangely dressed guys, one wearing an orange wig, sunglasses with peace signs, and a karate costume with an orannge belt, another wearing a curly blue wig, heart shaped sunglasses, and a karate outfit painted with leaves, and the third wearing pink underwear, a black afro, and giant sunglasses.",There are people wearing outfits.,The people are naked.,0.566363,0.222194,0.344169
A jockey in blue gallops a chestnut horse on a dirt track past a wooden fence.,A jockey rides a horse,A jockey brushing his horse,0.700401,0.588882,0.111518
A jockey wearing a blue jacket is riding a dark brown horse in a gallop.,A jockey is riding a horse in a gallop.,jockey wearing a green jacket is riding a dark grey horse in a trot.,0.855335,0.737256,0.118079
A man in a gray sweatshirt and blue jeans is pulling on a rope while a guy in a white shirt and black jeans watches him.,the man in the ray sweatshirt was pulling on a rope,the two men were pulling on the rope,0.623773,0.663447,-0.039674
A man sitting on the ground carving a green coconut with a large knife.,A man is sitting down.,The man is standing.,0.466120,0.201669,0.264451
Riot police are standing in the background while a young man with a red scarf covering his face is walking.,there are police,a dog sleeps on a pillow,0.516086,-0.087277,0.603362
"A person in a white t-shirt, military print cap and red bandanna with a skeleton on it covering most of the person's face.",The t-shirt is white.,The bandanna is blue.,0.575562,0.479738,0.095824
A man dressed in yellow rescue gear walks in a field.,The man is outdoors.,The man is bowling.,0.503393,0.112961,0.390432
A man in blue clothing carries a yellow bucket while walking in the water near a pelican.,A man with a pail is in the water near a bird.,A man is at church.,0.503116,0.201369,0.301747
A young woman tennis player dressed in black carries many tennis balls on her racket.,A young woman tennis player have many tennis balls.,A young woman never wears white dress.,0.844675,0.192770,0.651905
Young brunette woman smiling in front of bushes.,The woman is outside.,The man looks very upset.,0.447644,0.058989,0.388655
People are gathered by a tree beside a line of white tents.,People are gathered near a tree in proximity of white tents.,People are gathered in the middle of the atlantic after a plane chrased.,0.955474,0.354986,0.600488
"Boy, of age approximately 10 years old, lunging into pristine pool on hot summer day.",The boy is by the pool.,There are no kids allowed at the pristine pool.,0.710361,0.398973,0.311388
A dog carrying a stick in its mouth runs through a snow-covered field.,A animal carried a stick through a snow covered field.,the animals is sleeping,0.878604,0.079802,0.798803
Construction workers using big hooks.,The workers are working,The workers are dead,0.594347,0.396187,0.198160
A football coach is walking on a football field.,a football coach walks on the field,a baseball player walks on the field,0.955675,0.445436,0.510239
A woman holding roses while she waits.,this lady has roses while she is waiting,this lady is flying a jet pack,0.892156,0.267332,0.624824
"People mingling in the foreground and background, two of them are walking towards those in the background that are positioned nearby of a building that is overshadowed by a large number of trees, while the two in the foreground are tending to a horse drawn carriage.","There are a bunch of people, some near a building, others walking and others are doing something to a carriage.",A bus pulls into the station.,0.619879,0.171534,0.448346
A large busted woman in a yellow shirt has a pink shoulder bag on her shoulder.,A woman with large breasts is carrying a pink bag.,A man is working out in a gym.,0.645418,0.010405,0.635013
Sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by.,Farmers prepare to feed their animals in a large field.,Farmers plant their corn as a scarecrow watches closely by.,0.693581,0.486118,0.207463
A young boy playing in a bubble playing in water.,A person is getting wet.,The man is shaving.,0.452311,0.111158,0.341154
Two men standing near a metal structure in front of a brick wall.,Adult males stand in front of a brick wall near something made of metal.,Men hang drywall inside a house.,0.814264,0.391709,0.422554
A young child brushes his or her teeth while holding a remote.,The young boy is multi-tasking.,The young child is asleep.,0.441542,0.338566,0.102977
Kids being walked across a lot by an adult to a larger building.,An adult is escorting some children.,An adult is walking alone.,0.541971,0.215942,0.326029
Two woman are walking up to a brightly painted fire hydrant.,Two women are walking.,Two women are sleeping in the street.,0.615582,0.283373,0.332208
A fire hydrant with a face painted on it.,A fire hydrant is not just yellow or red.,There isn't a face on the fire hydrant.,0.595006,0.618221,-0.023215
A man with glasses in a brown shirt talking while a man with glasses in a gray shirt listens.,Two people are wearing glasses.,Two men in a canoe are about to tip it over.,0.578189,0.113121,0.465067
"The horses pull the carriage, holding people and a dog, through the rain.",Group of people traveling in the rain by horse-drawn carriage.,Horses ride in a carriage pulled by a dog.,0.838818,0.654839,0.183979
A woman in an red tracksuit squeezing lemons in a press.,A woman squeezing lemons.,A woman reading a book.,0.825868,0.216053,0.609815
Tall man being stopped by an officer.,There is a tall man.,The man is short.,0.646102,0.561191,0.084911
Two young men in unusual clothing are jumping in a gym.,Two people are in the gym,The young men are lying in the sand,0.600180,0.273718,0.326462
"A little girl wearing a pink, yellow and white bathing suit, gets wet from a splash of water.",A girl gets wet from a splash of water.,A girl wears a suit to work.,0.797195,0.416347,0.380848
A young man standing on a plank of wood and using a large saw to cut it.,A young man saws wood.,A young girl is cutting wood.,0.763311,0.610638,0.152673
A town worker working on electrical equipment.,The worker is working.,The worker is off work for the day.,0.670585,0.541919,0.128667
A nun is taking a picture outside.,A woman is outside,A man is taking a picture outside.,0.433813,0.489036,-0.055223
A man in a white and blue jacket is talking to a girl in a black jacket.,Two people are talking,Two boys are yelling.,0.596807,0.159832,0.436975
A boy in a blue shirt looks away from the camera as a girl in a pink and orange bathing suit stares into the camera in front of an RV.,A boy looks away from the camera while a girl looks into the camera.,A boy looks into the camera while a girl looks away from he camera.,0.752753,0.751562,0.001191
two girls sitting by a tree while playing.,There are two girls.,The girls are not near a tree.,0.655966,0.746544,-0.090579
A woman with tattoos and a black t-shirt smiles and talks to a man with a partially shaved head wearing shirt with the words' hippie killer' in white letters on it.,A female and a male are talking to each other.,Two guys are yelling at each other.,0.454079,0.164739,0.289340
Two businessmen going to work.,Two men go to work.,A woman drives a limo.,0.699996,-0.050506,0.750502
A woman sitting on a bright blue bench looks up from her book.,A woman is sitting.,The woman is running around.,0.591513,0.182697,0.408817
Hockey players play a game on the ice.,People are playing a game of ice hockey.,People are competing in figure skating.,0.918107,0.566427,0.351680
"A toddler in a blue one-piece plays with a stack of plastic tubs, while toys are scattered on the floor behind him.",The baby is playing with things on the floor.,The baby is playing with glass in the middle of the street.,0.609654,0.375043,0.234611
A man with glasses and a Hawaiian shirt is standing next to a dog while another man with a blue hat looks at them from the back.,A man stares at another man.,A butterfly flys freely.,0.485665,-0.058351,0.544016
A man wearing a cap and a black wetsuit on a rocky coast lifts a large sack with three sacks in front of him with another man and a small yellow boat in the background.,A man standing by a body of water.,A man carrying a surfboard walking towards the ocean.,0.319338,0.384013,-0.064674
A girl in a field with a yellow scarf.,The girl is outdoors.,The girl is in an office building.,0.625124,0.357185,0.267939
The person in black T-shirt is sitting.,The human is sitting.,The boy is taking a bath.,0.684846,0.134140,0.550706
A guy on a waterskiing board is doing a stunt.,The guy is doing a stunt.,The guy is watching tv.,0.776986,0.317830,0.459156
girl sitting in fire for a show,The girl is a performer for the show.,The girl is sitting in a freezer.,0.633033,0.359355,0.273678
A young girl with long brown hair is brushing her teeth.,A girl is holding a toothbrush.,A girl has short blonde hair.,0.740443,0.546422,0.194022
Several people stopped by the side of the road are watching what is happening in the woods.,People stopped by the side of the road,Women are gossiping about a blowfish,0.656667,0.032692,0.623976
A fireman is on a ladder leaning on a charred and smoking house.,a fireman on a ladder,a policeman arresting a hooker,0.850832,0.043317,0.807515
Man in red shirt about to have a barbecue,Person in red shirt about to have a barbecue,Woman in red shirt about to have a barbecue,0.920400,0.762209,0.158191
A costume worn by this little boy is making him feel a little insecure.,An insecure boy.,A boy blowing up a baloon.,0.699084,0.213865,0.485219
Two men and a woman finishing a meal and drinks.,Some people eating a meal.,Two men and a woman playing in a band.,0.703202,0.355007,0.348195
A woman holds a fat baby with sunglasses and a denim hat.,A lady is carrying a baby,A lady carrying a small kitten,0.594511,0.314499,0.280012
"Two orthodox Jews, one male, one female, are shown in traditional dress in a sidewalk scene.",Two jews are shown in a sidewalk scene.,Two jews celebrate the jewish holiday indoors.,0.770470,0.566747,0.203723
"A man in a green safety jacket and pants stands, facing away, near bags of trash while people stand on the curb across the street.",A person in a jacket,Nobody has a jacket,0.378098,0.221268,0.156829
Trying very hard not to blend any of the yellow paint into the white.,Someone is painting.,Someone is baking a cake.,0.441146,0.075018,0.366128
A man in a club addressing other people and holding his index finger up with a woman standing behind him.,A group of people are indoors.,The man has his fists clenched tight.,0.271194,0.292571,-0.021377
"A cowboy clown wearing a shirt with Tax on it, red suspenders, and a white cowboy hat talks into a wireless microphone.",A clown is talking into a microphone.,A cowboy clown in a bowler hat is talking into a wireless microphone.,0.686233,0.810119,-0.123886
"Woman driving in a red convertible with another girl in the passenger seat and a guy in a suit in the backseat, driving past a group of people.",There are three people driving in a convertible past other people.,"A woman, girl and man are watching television.",0.742461,0.231598,0.510863
Two women and a man are in a sporty red convertible in front of a large group of people on the sidewalk.,Two women are in a car with a man.,The three women are in a car.,0.419298,0.277728,0.141570
Two wrestlers jump in a ring while an official watches.,Two wrestlers are in the ring.,Sea turtles are hatching and racing for the surf.,0.818869,0.149226,0.669643
Two families on a picnic with green grass.,People are having a picnic.,People are water skiing.,0.676247,0.122533,0.553714
A man wearing glasses is vacuuming an architects model.,There is a man vaucuming,There is a man watching someone vacuumming,0.492357,0.549383,-0.057026
"AN older woman appears to read from a children's book in an indoor setting, while a seated gentleman in a service uniform looks on.",A woman reads from a book while a man watches.,A young woman stands alone looking in the bathroom mirror.,0.651734,0.262158,0.389576
A lady reading a story book.,A story book is open.,A lady reads a science textbook.,0.600801,0.719282,-0.118481
"A topless man with tattoos, black pants, and black boots is standing on a platform in front of a mirror.",a man is standing,the man is lying on the roof,0.427082,0.193846,0.233236
A girl prepares herself for the swim meet.,The girl has swam before.,The girls is asleep at home,0.721170,0.090659,0.630511
An African American wearing a red backpack looks the photographer as he walks past a concrete wall covered in graffiti.,a person wears a backpack,an asian wears a red backpack,0.442009,0.404408,0.037601
A man in a red hat and shirt with gray shorts attempts to do the splits.,The man is wearing a red hat.,The man has a blue hat.,0.504756,0.320192,0.184564
A girl is standing and another one is sitting by a tree,There are two girls.,Both girls are sitting by the tree.,0.530121,0.781914,-0.251794
Several children in full riding gear are on horseback in a grassy field carrying polo equipment.,There are children on horseback.,The children are swinging on swings at the playground.,0.758883,0.310090,0.448794
Various people shop at a street clothing sale.,People shop at a clothing sale.,Various cats shop at a street clothing sale.,0.898256,0.690516,0.207740
People are shopping outside surrounded by a metal fence.,The people are outside surrounded,The people are sleeping.,0.428859,-0.064819,0.493678
A well dressed man standing in front of an abstract fence painting.,A well dressed man standing in front of piece of artwork.,A homeless man laying around in front of a painting.,0.738695,0.552338,0.186358
A man in a gray wife beater grilling.,The man is cooking.,The shirtless man is cutting the grass.,0.487092,0.133072,0.354020
Two boys in a field kicking a soccer ball.,There are humans physically moving.,Two girls are throwing a baseball.,0.299048,0.277936,0.021112
